id,employeeId,courseName,certificationLink,skills,courseDepartment,status,certificationDate
CERT601,JMD196,Web Scraping,http://www.adams.com/,Web Scraping,Data Engineering,Reject,2024-08-24
CERT602,JMD196,Data Bricks,http://www.ingram-wade.com/,Data Bricks,Data Engineering,Reject,2023-10-14
CERT603,JMD196,SnowFlake,https://www.wood.net/,SnowFlake,Data Engineering,Reject,2023-06-04
CERT604,JMD197,SnowFlake,http://brown.com/,SnowFlake,Data Engineering,Accept,2023-08-19
CERT605,JMD197,DBT,https://www.perry-wright.com/,DBT,Data Engineering,Reject,2024-06-05
CERT606,JMD198,DBT,https://fowler.net/,DBT,Data Engineering,Accept,2024-02-25
CERT607,JMD198,Data Bricks,https://barber-bautista.com/,Data Bricks,Data Engineering,Reject,2024-08-27
CERT608,JMD198,Python,http://hayes.com/,Python,Data Engineering,Accept,2024-02-20
CERT609,JMD198,Python,http://caldwell.org/,Python,Data Science,Accept,2024-08-29
CERT610,JMD198,Big Data,https://www.scott.com/,Big Data,Data Science,Reject,2023-04-10
CERT611,JMD198,Applied ML,http://flores.com/,Applied ML,Data Science,Reject,2023-11-22
CERT612,JMD199,Big Data,https://vincent.com/,Big Data,Data Science,Accept,2023-03-07
CERT613,JMD199,Python,https://robinson-chung.com/,Python,Data Science,Accept,2023-08-19
CERT614,JMD199,Applied ML,https://coleman-edwards.org/,Applied ML,Data Science,Reject,2024-01-15
CERT615,JMD200,AWS,https://www.arellano.com/,AWS,Cloud,Reject,2024-10-02
CERT616,JMD200,GCP,http://aguilar.net/,GCP,Cloud,Accept,2022-11-08
CERT617,JMD200,Azure,https://frye-mack.com/,Azure,Cloud,Accept,2024-02-26
CERT618,JMD201,MySQL,https://everett-hale.net/,MySQL,Data Engineering,Accept,2024-07-01
CERT619,JMD201,SnowFlake,http://www.brown.com/,SnowFlake,Data Engineering,Accept,2023-05-26
CERT620,JMD202,Angular,http://hoffman.com/,Angular,Development,Reject,2023-08-31
CERT621,JMD202,Node,http://www.thomas-reed.com/,Node,Development,Reject,2022-10-19
CERT622,JMD203,Python,https://fowler.net/,Python,Data Science,Accept,2023-02-16
CERT623,JMD203,Applied ML,https://lucas.org/,Applied ML,Data Science,Accept,2023-06-23
CERT624,JMD203,AWS,http://www.garcia.com/,AWS,Cloud,Accept,2023-04-26
CERT625,JMD203,Redis,https://www.jones.com/,Redis,Cloud,Accept,2023-08-19
CERT626,JMD204,GCP,http://anderson-shaw.com/,GCP,Cloud,Reject,2022-12-05
CERT627,JMD205,Laravel,http://thornton.com/,Laravel,Development,Reject,2023-07-28
CERT628,JMD205,React Native,http://spears.com/,React Native,Development,Reject,2024-05-14
CERT629,JMD205,AWS,https://www.watson.com/,AWS,Cloud,Reject,2022-12-07
CERT630,JMD205,Azure,http://curtis-vargas.com/,Azure,Cloud,Accept,2023-09-13
CERT631,JMD206,Web Scraping,http://harris.com/,Web Scraping,Data Engineering,Reject,2023-05-19
CERT632,JMD206,Data Bricks,http://green-nichols.com/,Data Bricks,Data Engineering,Accept,2022-12-19
CERT633,JMD206,Reactjs,https://wagner.info/,Reactjs,Development,Accept,2023-02-12
CERT634,JMD206,Node,https://clark.info/,Node,Development,Reject,2024-02-22
CERT635,JMD206,Next Js,http://www.hicks.com/,Next Js,Development,Reject,2023-12-18
CERT636,JMD207,Flutter,http://www.clayton.org/,Flutter,Development,Accept,2023-03-20
CERT637,JMD207,Laravel,http://macdonald.org/,Laravel,Development,Reject,2023-04-18
CERT638,JMD207,Next Js,https://palmer.info/,Next Js,Development,Reject,2023-09-15
CERT639,JMD208,GCP,http://www.edwards.com/,GCP,Cloud,Reject,2024-03-14
CERT640,JMD208,Redis,http://www.rosario-davis.com/,Redis,Cloud,Reject,2024-03-26
CERT641,JMD208,AWS,https://williams.org/,AWS,Cloud,Accept,2024-04-25
CERT642,JMD208,Angular,http://www.baker.com/,Angular,Development,Reject,2023-03-15
CERT643,JMD209,Redis,http://wise-hall.org/,Redis,Cloud,Accept,2023-07-03
CERT644,JMD209,Azure,https://adkins-chan.net/,Azure,Cloud,Accept,2024-08-21
CERT645,JMD209,Applied ML,https://www.ruiz-wilson.com/,Applied ML,Data Science,Accept,2022-12-11
CERT646,JMD209,Python,http://www.richardson.org/,Python,Data Science,Reject,2023-01-06
CERT647,JMD209,Big Data,http://www.martin.net/,Big Data,Data Science,Accept,2024-07-27
CERT648,JMD210,SnowFlake,https://hernandez-rodriguez.com/,SnowFlake,Data Engineering,Reject,2023-07-04
CERT649,JMD210,DBT,https://frederick.org/,DBT,Data Engineering,Accept,2024-02-11
CERT650,JMD210,Next Js,https://proctor-bennett.biz/,Next Js,Development,Accept,2024-05-02
CERT651,JMD210,Angular,http://www.castillo-price.biz/,Angular,Development,Accept,2024-04-22
CERT652,JMD210,React Native,https://sweeney-krueger.com/,React Native,Development,Accept,2024-06-27
CERT653,JMD211,DBT,https://www.mcclure.com/,DBT,Data Engineering,Accept,2024-03-01
CERT654,JMD211,Python,http://hood-morales.net/,Python,Data Engineering,Accept,2023-12-10
CERT655,JMD212,GCP,http://phillips.com/,GCP,Cloud,Accept,2024-08-14
CERT656,JMD212,Azure,https://www.rodriguez-reed.info/,Azure,Cloud,Reject,2024-02-22
CERT657,JMD212,AWS,https://www.reynolds.com/,AWS,Cloud,Accept,2023-03-01
CERT658,JMD213,MySQL,https://www.lopez.com/,MySQL,Data Engineering,Reject,2023-04-04
CERT659,JMD213,Python,http://www.porter.info/,Python,Data Engineering,Accept,2022-10-25
CERT660,JMD213,DBT,http://gonzalez-ramirez.com/,DBT,Data Engineering,Accept,2024-09-24
CERT661,JMD213,Big Data,https://www.campos.com/,Big Data,Data Science,Accept,2022-11-19
CERT662,JMD213,Python,http://wilson.com/,Python,Data Science,Accept,2023-12-18
CERT663,JMD214,Redis,https://romero.com/,Redis,Cloud,Accept,2024-04-27
CERT664,JMD214,GCP,https://gardner-williams.org/,GCP,Cloud,Reject,2023-08-08
CERT665,JMD214,React Native,http://sanchez-martinez.com/,React Native,Development,Accept,2023-01-06
CERT666,JMD214,Node,http://www.brennan.net/,Node,Development,Accept,2023-09-15
CERT667,JMD214,Next Js,http://www.gonzalez-haynes.net/,Next Js,Development,Accept,2024-07-12
CERT668,JMD215,Web Scraping,http://boyd-eaton.com/,Web Scraping,Data Engineering,Reject,2024-01-08
CERT669,JMD215,Applied ML,https://www.campbell.com/,Applied ML,Data Science,Reject,2022-12-07
CERT670,JMD215,Python,http://www.salinas.com/,Python,Data Science,Accept,2024-05-11
CERT671,JMD216,Applied ML,http://www.davis-johnson.biz/,Applied ML,Data Science,Reject,2024-06-15
CERT672,JMD216,Big Data,https://lee-cervantes.info/,Big Data,Data Science,Reject,2023-09-23
CERT673,JMD216,Data Bricks,http://lopez-boyer.biz/,Data Bricks,Data Engineering,Reject,2023-11-09
CERT674,JMD216,Python,http://www.kelly.com/,Python,Data Engineering,Accept,2023-06-28
CERT675,JMD217,Azure,https://www.brown.com/,Azure,Cloud,Accept,2024-05-06
CERT676,JMD217,AWS,https://wood-mitchell.net/,AWS,Cloud,Accept,2024-07-02
CERT677,JMD217,GCP,https://walsh.com/,GCP,Cloud,Accept,2024-10-06
CERT678,JMD218,Azure,https://thompson.biz/,Azure,Cloud,Reject,2023-10-10
CERT679,JMD218,SnowFlake,http://www.mueller.net/,SnowFlake,Data Engineering,Accept,2024-02-05
CERT680,JMD219,Applied ML,http://www.valdez.com/,Applied ML,Data Science,Accept,2024-09-03
CERT681,JMD219,Python,https://www.gray-yang.com/,Python,Data Science,Reject,2023-08-03
CERT682,JMD219,Node,http://harris.com/,Node,Development,Accept,2023-05-07
CERT683,JMD219,Reactjs,http://www.harris-cook.com/,Reactjs,Development,Reject,2024-04-09
CERT684,JMD220,Node,http://www.stewart.com/,Node,Development,Accept,2024-03-05
CERT685,JMD220,Next Js,http://dickerson.com/,Next Js,Development,Reject,2024-05-04
CERT686,JMD221,DBT,https://fuentes-ortiz.net/,DBT,Data Engineering,Accept,2024-09-22
CERT687,JMD221,Python,http://williamson-patton.net/,Python,Data Engineering,Accept,2023-09-03
CERT688,JMD221,SnowFlake,http://www.perry.com/,SnowFlake,Data Engineering,Accept,2023-02-17
CERT689,JMD221,Flutter,http://www.perry.biz/,Flutter,Development,Reject,2024-04-11
CERT690,JMD222,Applied ML,https://www.roy.org/,Applied ML,Data Science,Reject,2024-05-27
CERT691,JMD222,Big Data,http://www.barnes.com/,Big Data,Data Science,Accept,2024-02-06
CERT692,JMD222,Python,https://www.hill-smith.com/,Python,Data Science,Accept,2023-02-17
CERT693,JMD223,Python,http://www.norris.net/,Python,Data Engineering,Reject,2023-06-20
CERT694,JMD223,Data Bricks,https://www.cook-smith.com/,Data Bricks,Data Engineering,Accept,2023-01-02
CERT695,JMD223,Next Js,https://fields.biz/,Next Js,Development,Reject,2023-02-02
CERT696,JMD223,Angular,https://gomez-trevino.com/,Angular,Development,Accept,2023-12-23
CERT697,JMD223,Flutter,http://holder-ramirez.biz/,Flutter,Development,Accept,2023-09-14
CERT698,JMD224,DBT,http://www.lopez.info/,DBT,Data Engineering,Reject,2024-07-22
CERT699,JMD224,Web Scraping,http://www.carlson-york.com/,Web Scraping,Data Engineering,Reject,2022-11-16
CERT700,JMD224,Laravel,https://www.garza.com/,Laravel,Development,Reject,2024-09-06
CERT701,JMD224,Flutter,https://carter-jackson.com/,Flutter,Development,Accept,2024-07-04
CERT702,JMD225,DBT,http://www.quinn.com/,DBT,Data Engineering,Accept,2023-02-14
CERT703,JMD225,Applied ML,https://www.miles.com/,Applied ML,Data Science,Reject,2023-01-05
CERT704,JMD225,Big Data,https://www.fernandez.com/,Big Data,Data Science,Reject,2023-04-06
CERT705,JMD226,DBT,https://wade.com/,DBT,Data Engineering,Accept,2024-01-14
CERT706,JMD226,Redis,https://arellano-horton.org/,Redis,Cloud,Accept,2023-01-21
CERT707,JMD227,Redis,http://sutton.biz/,Redis,Cloud,Reject,2023-09-09
CERT708,JMD227,Python,https://williamson-gibbs.info/,Python,Data Engineering,Reject,2023-04-22
CERT709,JMD227,SnowFlake,http://www.johnston.biz/,SnowFlake,Data Engineering,Accept,2023-07-15
CERT710,JMD228,Web Scraping,http://www.ross-velazquez.com/,Web Scraping,Data Engineering,Reject,2024-06-12
CERT711,JMD228,Applied ML,https://www.elliott.biz/,Applied ML,Data Science,Reject,2022-11-03
CERT712,JMD228,Python,http://west.com/,Python,Data Science,Accept,2023-02-07
CERT713,JMD228,Big Data,http://www.perry-valdez.com/,Big Data,Data Science,Reject,2024-01-27
CERT714,JMD229,Python,https://www.maddox.biz/,Python,Data Science,Accept,2023-06-12
CERT715,JMD229,Applied ML,http://thornton.com/,Applied ML,Data Science,Accept,2023-08-24
CERT716,JMD229,Big Data,https://www.williams-hunter.com/,Big Data,Data Science,Accept,2023-08-07
CERT717,JMD229,Data Bricks,http://marks-adkins.com/,Data Bricks,Data Engineering,Reject,2024-07-03
CERT718,JMD229,SnowFlake,http://www.nichols.com/,SnowFlake,Data Engineering,Accept,2023-02-20
CERT719,JMD230,Redis,http://www.thomas.net/,Redis,Cloud,Accept,2024-08-26
CERT720,JMD230,GCP,http://faulkner-miller.org/,GCP,Cloud,Accept,2023-12-16
CERT721,JMD231,Big Data,https://www.mitchell-paul.net/,Big Data,Data Science,Reject,2023-01-12
CERT722,JMD231,AWS,https://griffith-gay.com/,AWS,Cloud,Accept,2024-07-08
CERT723,JMD231,GCP,https://holmes.com/,GCP,Cloud,Accept,2024-08-15
CERT724,JMD232,Python,http://gilmore.org/,Python,Data Engineering,Accept,2024-03-14
CERT725,JMD233,Redis,https://www.patel-mason.com/,Redis,Cloud,Reject,2024-04-30
CERT726,JMD234,DBT,https://www.olson-horne.com/,DBT,Data Engineering,Accept,2023-10-01
CERT727,JMD234,Data Bricks,https://conway.com/,Data Bricks,Data Engineering,Accept,2024-06-02
CERT728,JMD234,Python,https://smith-prince.biz/,Python,Data Engineering,Reject,2024-03-18
CERT729,JMD235,Data Bricks,http://campbell.com/,Data Bricks,Data Engineering,Accept,2024-05-30
CERT730,JMD236,Azure,http://www.french-kennedy.com/,Azure,Cloud,Accept,2023-01-25
CERT731,JMD236,GCP,http://www.little-flores.com/,GCP,Cloud,Reject,2023-02-19
CERT732,JMD236,AWS,http://www.harrell.com/,AWS,Cloud,Reject,2023-02-17
CERT733,JMD236,MySQL,https://johnson.com/,MySQL,Data Engineering,Reject,2024-09-03
CERT734,JMD236,SnowFlake,http://ochoa.biz/,SnowFlake,Data Engineering,Reject,2024-07-07
CERT735,JMD236,DBT,https://hall.info/,DBT,Data Engineering,Reject,2024-01-11
CERT736,JMD237,AWS,http://www.russell-foster.com/,AWS,Cloud,Accept,2023-12-18
CERT737,JMD237,Redis,https://www.boyd.info/,Redis,Cloud,Accept,2023-05-22
CERT738,JMD237,GCP,https://www.davis.com/,GCP,Cloud,Reject,2024-01-27
CERT739,JMD237,Big Data,http://www.lewis.com/,Big Data,Data Science,Accept,2022-12-10
CERT740,JMD237,Applied ML,http://mcintyre.com/,Applied ML,Data Science,Reject,2023-04-01
CERT741,JMD238,Redis,http://hunter.com/,Redis,Cloud,Accept,2024-02-08
CERT742,JMD238,GCP,http://www.walton.com/,GCP,Cloud,Accept,2024-05-01
CERT743,JMD239,AWS,http://miller.com/,AWS,Cloud,Accept,2023-04-11
CERT744,JMD239,Redis,http://french.net/,Redis,Cloud,Reject,2023-03-07
CERT745,JMD239,Web Scraping,http://www.woodward.biz/,Web Scraping,Data Engineering,Reject,2023-02-12
CERT746,JMD239,Python,http://www.martin.net/,Python,Data Engineering,Accept,2022-12-25
CERT747,JMD240,GCP,http://costa.net/,GCP,Cloud,Accept,2024-09-15
CERT748,JMD240,Flutter,http://brown.com/,Flutter,Development,Reject,2023-02-11
CERT749,JMD240,Next Js,https://www.long-harvey.com/,Next Js,Development,Reject,2023-01-22
CERT750,JMD241,GCP,http://anderson-mccall.com/,GCP,Cloud,Accept,2023-10-22
CERT751,JMD241,AWS,http://www.campbell.biz/,AWS,Cloud,Reject,2023-07-10
CERT752,JMD242,SnowFlake,https://www.henson-matthews.org/,SnowFlake,Data Engineering,Reject,2024-01-07
CERT753,JMD242,Python,http://dominguez.com/,Python,Data Engineering,Reject,2024-03-03
CERT754,JMD242,Data Bricks,https://www.gomez-chen.com/,Data Bricks,Data Engineering,Accept,2024-09-06
CERT755,JMD242,Python,http://rodriguez.biz/,Python,Data Science,Accept,2022-12-19
CERT756,JMD243,Redis,http://thomas.info/,Redis,Cloud,Accept,2023-11-03
CERT757,JMD243,GCP,https://coleman.com/,GCP,Cloud,Accept,2023-08-07
CERT758,JMD243,AWS,https://www.rodriguez.info/,AWS,Cloud,Reject,2023-07-19
CERT759,JMD243,Web Scraping,http://atkinson-henderson.com/,Web Scraping,Data Engineering,Accept,2022-11-17
CERT760,JMD244,MySQL,https://henry.com/,MySQL,Data Engineering,Reject,2023-02-22
CERT761,JMD245,Applied ML,https://www.larson.biz/,Applied ML,Data Science,Accept,2023-08-15
CERT762,JMD245,React Native,https://www.robertson.com/,React Native,Development,Accept,2023-03-05
CERT763,JMD245,Node,https://brown-sanchez.net/,Node,Development,Accept,2023-08-24
CERT764,JMD245,Flutter,https://klein-hernandez.org/,Flutter,Development,Accept,2023-01-31
CERT765,JMD246,Reactjs,https://garcia-davis.com/,Reactjs,Development,Accept,2024-08-16
CERT766,JMD246,Angular,http://www.young.com/,Angular,Development,Accept,2024-06-05
CERT767,JMD246,Flutter,https://www.bond.com/,Flutter,Development,Reject,2023-11-25
CERT768,JMD246,Python,http://price-whitehead.com/,Python,Data Engineering,Accept,2023-10-27
CERT769,JMD246,SnowFlake,http://www.mora.com/,SnowFlake,Data Engineering,Reject,2022-12-12
CERT770,JMD246,Web Scraping,https://evans-rosario.info/,Web Scraping,Data Engineering,Reject,2023-06-29
CERT771,JMD247,Laravel,https://www.thompson-miller.com/,Laravel,Development,Reject,2024-02-07
CERT772,JMD247,Next Js,http://www.edwards-sanders.com/,Next Js,Development,Accept,2023-12-17
CERT773,JMD247,React Native,https://campos-english.info/,React Native,Development,Reject,2024-01-17
CERT774,JMD248,Python,http://gomez.com/,Python,Data Science,Reject,2024-03-03
CERT775,JMD248,Big Data,https://patrick-webb.com/,Big Data,Data Science,Reject,2022-10-10
CERT776,JMD248,Applied ML,https://www.salazar-chandler.com/,Applied ML,Data Science,Reject,2023-02-13
CERT777,JMD248,Next Js,https://www.brown.com/,Next Js,Development,Reject,2022-11-12
CERT778,JMD248,Reactjs,http://carpenter-soto.com/,Reactjs,Development,Reject,2023-01-02
CERT779,JMD248,Flutter,https://patel-allison.com/,Flutter,Development,Reject,2023-03-04
CERT780,JMD249,Flutter,https://www.murphy.net/,Flutter,Development,Accept,2023-02-13
CERT781,JMD249,Angular,http://www.gutierrez-lynn.com/,Angular,Development,Reject,2022-12-14
CERT782,JMD249,Laravel,https://www.kirby.com/,Laravel,Development,Reject,2024-04-05
CERT783,JMD250,DBT,http://brown.com/,DBT,Data Engineering,Reject,2023-01-10
CERT784,JMD250,Data Bricks,http://www.luna.info/,Data Bricks,Data Engineering,Reject,2024-08-22
CERT785,JMD251,Laravel,https://diaz.com/,Laravel,Development,Reject,2023-10-05
CERT786,JMD251,Node,http://barker-rogers.com/,Node,Development,Accept,2024-02-01
CERT787,JMD251,Next Js,https://wilson.org/,Next Js,Development,Reject,2024-01-01
CERT788,JMD252,Azure,http://www.smith.com/,Azure,Cloud,Accept,2023-01-10
CERT789,JMD252,GCP,https://barber.info/,GCP,Cloud,Accept,2024-09-11
CERT790,JMD252,Redis,http://franklin.info/,Redis,Cloud,Accept,2024-01-09
CERT791,JMD253,Applied ML,https://www.blake-ross.com/,Applied ML,Data Science,Accept,2024-05-09
CERT792,JMD253,Python,https://www.potts.org/,Python,Data Science,Reject,2023-07-03
CERT793,JMD254,MySQL,http://gonzalez-green.biz/,MySQL,Data Engineering,Accept,2022-12-28
CERT794,JMD254,DBT,https://www.richards.com/,DBT,Data Engineering,Accept,2023-05-24
CERT795,JMD254,Next Js,http://www.pugh.net/,Next Js,Development,Accept,2023-11-17
CERT796,JMD254,Reactjs,https://duran-taylor.net/,Reactjs,Development,Accept,2023-01-23
CERT797,JMD254,React Native,http://wise-wells.com/,React Native,Development,Accept,2023-05-25
CERT798,JMD255,SnowFlake,https://www.watson.info/,SnowFlake,Data Engineering,Accept,2024-06-26
CERT799,JMD255,Redis,https://dunlap.com/,Redis,Cloud,Accept,2023-03-16
CERT800,JMD256,GCP,http://macdonald.com/,GCP,Cloud,Accept,2024-08-18
CERT801,JMD256,Azure,http://www.jimenez-meyer.org/,Azure,Cloud,Reject,2022-12-20
CERT802,JMD256,DBT,http://kelly.com/,DBT,Data Engineering,Reject,2023-01-31
CERT803,JMD256,Data Bricks,https://mccoy.com/,Data Bricks,Data Engineering,Reject,2023-09-24
CERT804,JMD257,DBT,http://avila.com/,DBT,Data Engineering,Reject,2024-01-19
CERT805,JMD257,Python,http://huffman.com/,Python,Data Engineering,Reject,2024-02-10
CERT806,JMD258,Reactjs,https://www.fisher.biz/,Reactjs,Development,Accept,2024-03-13
CERT807,JMD258,Next Js,https://wagner.info/,Next Js,Development,Accept,2023-03-29
CERT808,JMD258,Angular,https://delgado.com/,Angular,Development,Reject,2023-03-30
CERT809,JMD258,Python,https://barnes.info/,Python,Data Science,Reject,2023-02-04
CERT810,JMD259,Data Bricks,http://ellis-moore.com/,Data Bricks,Data Engineering,Accept,2023-11-16
CERT811,JMD259,DBT,https://www.lynch-hernandez.net/,DBT,Data Engineering,Reject,2023-02-23
CERT812,JMD259,Python,http://www.porter-baldwin.biz/,Python,Data Engineering,Reject,2023-11-14
CERT813,JMD260,Node,https://tate-rosales.com/,Node,Development,Reject,2023-05-30
CERT814,JMD260,Flutter,https://cook.info/,Flutter,Development,Reject,2022-12-22
CERT815,JMD261,Python,https://kim.com/,Python,Data Science,Reject,2024-07-18
CERT816,JMD261,Azure,https://www.tyler.biz/,Azure,Cloud,Accept,2023-12-24
CERT817,JMD262,Web Scraping,https://mitchell.com/,Web Scraping,Data Engineering,Reject,2023-07-10
CERT818,JMD263,Web Scraping,https://jones.com/,Web Scraping,Data Engineering,Accept,2023-06-18
CERT819,JMD263,MySQL,https://duffy.org/,MySQL,Data Engineering,Reject,2024-05-25
CERT820,JMD263,SnowFlake,https://collins.com/,SnowFlake,Data Engineering,Accept,2024-09-12
CERT821,JMD263,Reactjs,https://www.wolfe.com/,Reactjs,Development,Accept,2024-04-05
CERT822,JMD263,Angular,http://orr-wilson.com/,Angular,Development,Accept,2022-11-22
CERT823,JMD264,Flutter,http://www.thornton.com/,Flutter,Development,Reject,2024-04-04
CERT824,JMD264,Python,https://smith-paul.org/,Python,Data Science,Reject,2023-04-17
CERT825,JMD265,SnowFlake,http://www.williams.com/,SnowFlake,Data Engineering,Accept,2023-10-15
CERT826,JMD265,Web Scraping,http://www.jones.com/,Web Scraping,Data Engineering,Accept,2024-08-30
CERT827,JMD265,MySQL,http://www.donaldson-mack.biz/,MySQL,Data Engineering,Accept,2024-02-17
CERT828,JMD265,Azure,https://barber.com/,Azure,Cloud,Accept,2023-03-05
CERT829,JMD265,GCP,http://wolfe-martinez.com/,GCP,Cloud,Accept,2024-09-14
CERT830,JMD266,Node,https://www.evans.com/,Node,Development,Accept,2024-01-09
CERT831,JMD266,React Native,http://robinson.com/,React Native,Development,Reject,2023-12-27
CERT832,JMD266,Next Js,https://smith-moody.info/,Next Js,Development,Reject,2023-09-15
CERT833,JMD266,Python,https://www.harvey-thomas.com/,Python,Data Science,Accept,2022-12-16
CERT834,JMD266,Big Data,https://www.bryan-gomez.net/,Big Data,Data Science,Accept,2022-11-26
CERT835,JMD267,Data Bricks,http://www.rogers.com/,Data Bricks,Data Engineering,Reject,2024-02-11
CERT836,JMD267,Web Scraping,http://gibbs.com/,Web Scraping,Data Engineering,Accept,2024-04-11
CERT837,JMD267,Python,http://www.dixon-davis.com/,Python,Data Engineering,Reject,2024-10-04
CERT838,JMD267,Reactjs,https://www.mayo.com/,Reactjs,Development,Accept,2023-08-24
CERT839,JMD267,Next Js,https://www.velasquez-wells.info/,Next Js,Development,Accept,2022-11-05
CERT840,JMD268,Azure,http://www.fleming-klein.com/,Azure,Cloud,Accept,2024-07-12
CERT841,JMD268,AWS,https://jones.info/,AWS,Cloud,Accept,2024-08-06
CERT842,JMD268,Applied ML,https://www.brewer-moore.com/,Applied ML,Data Science,Accept,2023-05-16
CERT843,JMD268,Python,http://www.morris.com/,Python,Data Science,Accept,2024-07-25
CERT844,JMD269,DBT,https://miller-curry.com/,DBT,Data Engineering,Accept,2023-10-11
CERT845,JMD269,Python,http://www.perry-montgomery.com/,Python,Data Engineering,Reject,2024-01-02
CERT846,JMD269,Azure,http://johnson.com/,Azure,Cloud,Reject,2023-11-12
CERT847,JMD269,AWS,http://moore.com/,AWS,Cloud,Accept,2023-09-10
CERT848,JMD269,Redis,https://clark-graham.com/,Redis,Cloud,Accept,2023-01-30
CERT849,JMD270,AWS,http://leblanc-haas.com/,AWS,Cloud,Reject,2022-10-10
CERT850,JMD270,GCP,https://www.potter-hall.biz/,GCP,Cloud,Reject,2023-01-10
CERT851,JMD270,Redis,http://www.fitzgerald.com/,Redis,Cloud,Accept,2023-11-01
CERT852,JMD270,Web Scraping,https://www.fox.biz/,Web Scraping,Data Engineering,Accept,2023-05-17
CERT853,JMD270,Python,https://www.wise-young.com/,Python,Data Engineering,Reject,2023-01-26
CERT854,JMD271,DBT,http://schneider.com/,DBT,Data Engineering,Reject,2022-10-18
CERT855,JMD271,Python,https://tanner.com/,Python,Data Engineering,Reject,2023-02-25
CERT856,JMD271,MySQL,http://www.smith-morton.com/,MySQL,Data Engineering,Accept,2024-05-02
CERT857,JMD272,Applied ML,http://warren-best.com/,Applied ML,Data Science,Reject,2024-01-17
CERT858,JMD272,Big Data,https://ramirez.com/,Big Data,Data Science,Reject,2024-05-06
CERT859,JMD272,Python,http://allison.net/,Python,Data Science,Accept,2024-04-13
CERT860,JMD273,Reactjs,http://johnson.org/,Reactjs,Development,Reject,2023-11-12
CERT861,JMD273,Laravel,https://www.valdez.info/,Laravel,Development,Reject,2023-01-31
CERT862,JMD274,MySQL,https://edwards-stevenson.com/,MySQL,Data Engineering,Accept,2024-03-16
CERT863,JMD275,Python,https://mathis-sanchez.com/,Python,Data Science,Accept,2023-02-07
CERT864,JMD275,Applied ML,https://glenn.info/,Applied ML,Data Science,Accept,2024-05-20
CERT865,JMD275,Big Data,https://cardenas.net/,Big Data,Data Science,Reject,2023-11-12
CERT866,JMD276,Azure,http://hoover-dixon.info/,Azure,Cloud,Reject,2024-01-26
CERT867,JMD276,GCP,http://hamilton.com/,GCP,Cloud,Reject,2023-08-13
CERT868,JMD276,Redis,http://www.hall.com/,Redis,Cloud,Reject,2023-02-17
CERT869,JMD277,Python,https://smith-price.com/,Python,Data Science,Accept,2023-11-14
CERT870,JMD277,Big Data,http://hernandez.com/,Big Data,Data Science,Accept,2023-03-27
CERT871,JMD277,Applied ML,http://www.webster.com/,Applied ML,Data Science,Accept,2023-08-30
CERT872,JMD278,Big Data,http://vargas.com/,Big Data,Data Science,Accept,2023-05-23
CERT873,JMD278,Python,https://www.soto-carroll.info/,Python,Data Science,Accept,2022-12-27
CERT874,JMD278,DBT,http://www.parrish-wood.info/,DBT,Data Engineering,Reject,2023-04-25
CERT875,JMD278,Web Scraping,https://www.phillips-murillo.com/,Web Scraping,Data Engineering,Reject,2024-07-04
CERT876,JMD278,Data Bricks,http://www.reed.com/,Data Bricks,Data Engineering,Reject,2024-09-15
CERT877,JMD279,Python,https://cooper-watkins.info/,Python,Data Science,Accept,2022-11-25
CERT878,JMD279,Big Data,https://myers.com/,Big Data,Data Science,Reject,2024-03-09
CERT879,JMD280,Python,http://lewis-smith.com/,Python,Data Science,Reject,2022-11-19
CERT880,JMD280,Applied ML,https://price-carpenter.com/,Applied ML,Data Science,Accept,2024-06-08
CERT881,JMD281,Node,http://williams.com/,Node,Development,Reject,2023-04-22
CERT882,JMD282,Laravel,https://www.miller.org/,Laravel,Development,Reject,2023-06-26
CERT883,JMD282,Reactjs,https://webster.org/,Reactjs,Development,Reject,2023-01-10
CERT884,JMD282,AWS,https://ramirez.com/,AWS,Cloud,Accept,2023-05-15
CERT885,JMD283,Applied ML,http://powell-lopez.com/,Applied ML,Data Science,Accept,2023-11-22
CERT886,JMD283,Python,https://www.martin-friedman.org/,Python,Data Science,Accept,2022-11-22
CERT887,JMD284,Applied ML,https://wilson.com/,Applied ML,Data Science,Accept,2023-07-20
CERT888,JMD284,Flutter,https://www.robinson.com/,Flutter,Development,Accept,2024-03-04
CERT889,JMD284,Angular,https://whitney-rodriguez.net/,Angular,Development,Reject,2024-07-08
CERT890,JMD284,Reactjs,http://pineda-franklin.biz/,Reactjs,Development,Accept,2023-03-27
CERT891,JMD285,Redis,https://www.coleman-thomas.com/,Redis,Cloud,Reject,2023-01-20
CERT892,JMD285,Azure,https://www.garrett.biz/,Azure,Cloud,Reject,2024-04-26
CERT893,JMD285,DBT,https://www.sherman-murphy.com/,DBT,Data Engineering,Accept,2023-06-16
CERT894,JMD286,Data Bricks,http://www.peterson-thompson.com/,Data Bricks,Data Engineering,Accept,2023-11-13
CERT895,JMD287,Big Data,http://www.gonzalez-lawrence.com/,Big Data,Data Science,Accept,2023-06-01
CERT896,JMD287,Applied ML,http://andersen.net/,Applied ML,Data Science,Accept,2023-11-28
CERT897,JMD287,Python,https://sellers.com/,Python,Data Science,Accept,2023-11-28
CERT898,JMD287,Next Js,https://owen-lewis.org/,Next Js,Development,Reject,2023-10-07
